item_id,Scope - Electrics,unit_price_hardware,unit_price_service,unit_price_sum,Opt.,qty,unit,total_price,comments,E,K,O,,,,,item_id_norm,Scope - Electrics_norm,Opt._norm,unit_norm,comments_norm,E_norm,K_norm,O_norm,nan_norm,scope_category,vendor_id
1.19,Light curtain + muting,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.19,light curtain + muting,,pcs.,,,,,,Electrics,B
1.20,E-Stop standard,0.0,0.0,0.0,,12.0,pcs.,0.0,,,,,,,,,1.20,e-stop standard,,pcs.,,,,,,Electrics,B
1.21,PK_; hinged tailgate with light curtain,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.21,pk_; hinged tailgate with light curtain,,pcs.,,,,,,Electrics,B
1.22,STU; safety door with panel,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.22,stu; safety door with panel,,pcs.,,,,,,Electrics,B
1.23,EV_; locking via PN/PN coupler (with coupler),0.0,0.0,0.0,,3.0,pcs.,0.0,,,,,,,,,1.23,ev_; locking via pn/pn coupler (with coupler),,pcs.,,,,,,Electrics,B
1.24,Interface to PLUS / middleware,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.24,interface to plus / middleware,,pcs.,,,,,,Electrics,B
1.25,Interface to control room,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.25,interface to control room,,pcs.,,,,,,Electrics,B
1.26,Additional functions,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.26,additional functions,,pcs.,,,,,,Electrics,B
1.27,Data driven tracking,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.27,data driven tracking,,pcs.,,,,,,Electrics,B
1.28,ZA; counting with automatic comparison,0.0,0.0,0.0,,3.0,pcs.,0.0,,,,,,,,,1.28,za; counting with automatic comparison,,pcs.,,,,,,Electrics,B
1.29,ZA; counting (hardware),0.0,0.0,0.0,,3.0,pcs.,,,,,,,,,,1.29,za; counting (hardware),,pcs.,,,,,,Electrics,B
1.30,HE; lifter _S with absolute encoder,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.30,he; lifter _s with absolute encoder,,pcs.,,,,,,Electrics,B
1.31,HE_; decentralized lift cabinet (+H121),0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.31,he_; decentralized lift cabinet (+h121),,pcs.,,,,,,Electrics,B
1.32,HER; roller conveyor on lifter 2R2G,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.32,her; roller conveyor on lifter 2r2g,,pcs.,,,,,,Electrics,B
1.33,QF; cross conveyor 2R1G,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.33,qf; cross conveyor 2r1g,,pcs.,,,,,,Electrics,B
1.34,RF; roller bed conveyor 2R2G,0.0,0.0,0.0,,9.0,pcs.,0.0,,,,,,,,,1.34,rf; roller bed conveyor 2r2g,,pcs.,,,,,,Electrics,B
1.35,HTS; Motorized scissor lift table 2S with belt,0.0,0.0,0.0,,1.0,pcs.,0.0,,,,,,,,,1.35,hts; motorized scissor lift table 2s with belt,,pcs.,,,,,,Electrics,B
1.36,"HTM; Motorized 2S lifting table with HTR, lifting table roller conveyor",0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.36,"htm; motorized 2s lifting table with htr, lifting table roller conveyor",,pcs.,,,,,,Electrics,B
1.37,1set Vibration Sensors LUMP SUM Mechanic/Electric,0.0,0.0,0.0,,2.0,pcs.,0.0,,,,,,,,,1.37,1set vibration sensors lump sum mechanic/electric,,pcs.,,,,,,Electrics,B
1.38,Electrical installation on-site total RfQ,0.0,0.0,0.0,,1.0,pcs.,0.0,Dismanteling Control Cabinets and Cable Trays,,,,,,,,1.38,electrical installation on-site total rfq,,pcs.,dismanteling control cabinets and cable trays,,,,,Electrics,B
,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
1.,Total Price:,,,,,,,0.0,,,,,,,,,1.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
2.,,,,,,,,,,,,,,,,,2.,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
2.,"Total Price: 
",,,,,,,0.0,,,,,,,,,2.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
3.,,,,,,,,,,,,,,,,,3.,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
3.,"Total Price: 
",,,,,,,0.0,,,,,,,,,3.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
4.,,,,,,,,,,,,,,,,,4.,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
4.,"Total Price: 
",,,,,,,0.0,,,,,,,,,4.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
5.,,,,,,,,,,,,,,,,,5.,,,,,,,,,Electrics,B
5.1,,,,0.0,,,,0.0,,,,,,,,,5.1,,,,,,,,,Electrics,B
5.2,,,,0.0,,,,0.0,,,,,,,,,5.2,,,,,,,,,Electrics,B
5.3,,,,0.0,,,,0.0,,,,,,,,,5.3,,,,,,,,,Electrics,B
5.4,,,,0.0,,,,0.0,,,,,,,,,5.4,,,,,,,,,Electrics,B
5.5,,,,0.0,,,,0.0,,,,,,,,,5.5,,,,,,,,,Electrics,B
5.6,,,,0.0,,,,0.0,,,,,,,,,5.6,,,,,,,,,Electrics,B
5.7,,,,0.0,,,,0.0,,,,,,,,,5.7,,,,,,,,,Electrics,B
5.8,,,,0.0,,,,0.0,,,,,,,,,5.8,,,,,,,,,Electrics,B
5.9,,,,0.0,,,,0.0,,,,,,,,,5.9,,,,,,,,,Electrics,B
5.10,,,,0.0,,,,0.0,,,,,,,,,5.10,,,,,,,,,Electrics,B
5.11,,,,0.0,,,,0.0,,,,,,,,,5.11,,,,,,,,,Electrics,B
5.12,,,,0.0,,,,0.0,,,,,,,,,5.12,,,,,,,,,Electrics,B
5.13,,,,0.0,,,,0.0,,,,,,,,,5.13,,,,,,,,,Electrics,B
5.14,,,,0.0,,,,0.0,,,,,,,,,5.14,,,,,,,,,Electrics,B
5.15,,,,0.0,,,,0.0,,,,,,,,,5.15,,,,,,,,,Electrics,B
5.16,,,,0.0,,,,0.0,,,,,,,,,5.16,,,,,,,,,Electrics,B
5.17,,,,0.0,,,,0.0,,,,,,,,,5.17,,,,,,,,,Electrics,B
5.18,,,,0.0,,,,0.0,,,,,,,,,5.18,,,,,,,,,Electrics,B
5.19,,,,0.0,,,,0.0,,,,,,,,,5.19,,,,,,,,,Electrics,B
5.20,,,,0.0,,,,0.0,,,,,,,,,5.20,,,,,,,,,Electrics,B
5.21,,,,0.0,,,,0.0,,,,,,,,,5.21,,,,,,,,,Electrics,B
5.22,,,,0.0,,,,0.0,,,,,,,,,5.22,,,,,,,,,Electrics,B
5.23,,,,0.0,,,,0.0,,,,,,,,,5.23,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
5.,"Total Price: 
",,,,,,,0.0,,,,,,,,,5.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
6.,,,,,,,,,,,,,,,,,6.,,,,,,,,,Electrics,B
6.1,,,,0.0,,,,0.0,,,,,,,,,6.1,,,,,,,,,Electrics,B
6.2,,,,0.0,,,,0.0,,,,,,,,,6.2,,,,,,,,,Electrics,B
6.3,,,,0.0,,,,0.0,,,,,,,,,6.3,,,,,,,,,Electrics,B
6.4,,,,0.0,,,,0.0,,,,,,,,,6.4,,,,,,,,,Electrics,B
6.5,,,,0.0,,,,0.0,,,,,,,,,6.5,,,,,,,,,Electrics,B
6.6,,,,0.0,,,,0.0,,,,,,,,,6.6,,,,,,,,,Electrics,B
6.7,,,,0.0,,,,0.0,,,,,,,,,6.7,,,,,,,,,Electrics,B
6.8,,,,0.0,,,,0.0,,,,,,,,,6.8,,,,,,,,,Electrics,B
6.9,,,,0.0,,,,0.0,,,,,,,,,6.9,,,,,,,,,Electrics,B
6.10,,,,0.0,,,,0.0,,,,,,,,,6.10,,,,,,,,,Electrics,B
6.11,,,,0.0,,,,0.0,,,,,,,,,6.11,,,,,,,,,Electrics,B
6.12,,,,0.0,,,,0.0,,,,,,,,,6.12,,,,,,,,,Electrics,B
6.13,,,,0.0,,,,0.0,,,,,,,,,6.13,,,,,,,,,Electrics,B
6.14,,,,0.0,,,,0.0,,,,,,,,,6.14,,,,,,,,,Electrics,B
6.15,,,,0.0,,,,0.0,,,,,,,,,6.15,,,,,,,,,Electrics,B
6.16,,,,0.0,,,,0.0,,,,,,,,,6.16,,,,,,,,,Electrics,B
6.17,,,,0.0,,,,0.0,,,,,,,,,6.17,,,,,,,,,Electrics,B
6.18,,,,0.0,,,,0.0,,,,,,,,,6.18,,,,,,,,,Electrics,B
6.19,,,,0.0,,,,0.0,,,,,,,,,6.19,,,,,,,,,Electrics,B
6.20,,,,0.0,,,,0.0,,,,,,,,,6.20,,,,,,,,,Electrics,B
6.21,,,,0.0,,,,0.0,,,,,,,,,6.21,,,,,,,,,Electrics,B
6.22,,,,0.0,,,,0.0,,,,,,,,,6.22,,,,,,,,,Electrics,B
6.23,,,,0.0,,,,0.0,,,,,,,,,6.23,,,,,,,,,Electrics,B
6.24,,,,0.0,,,,0.0,,,,,,,,,6.24,,,,,,,,,Electrics,B
6.25,,,,0.0,,,,0.0,,,,,,,,,6.25,,,,,,,,,Electrics,B
6.26,,,,0.0,,,,0.0,,,,,,,,,6.26,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
6.,"Total Price: 
",,,,,,,0.0,,,,,,,,,6.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
7.,,,,,,,,,,,,,,,,,7.,,,,,,,,,Electrics,B
7.1,,,,0.0,,,,0.0,,,,,,,,,7.1,,,,,,,,,Electrics,B
7.2,,,,0.0,,,,0.0,,,,,,,,,7.2,,,,,,,,,Electrics,B
7.3,,,,0.0,,,,0.0,,,,,,,,,7.3,,,,,,,,,Electrics,B
7.4,,,,0.0,,,,0.0,,,,,,,,,7.4,,,,,,,,,Electrics,B
7.5,,,,0.0,,,,0.0,,,,,,,,,7.5,,,,,,,,,Electrics,B
7.6,,,,0.0,,,,0.0,,,,,,,,,7.6,,,,,,,,,Electrics,B
7.7,,,,0.0,,,,0.0,,,,,,,,,7.7,,,,,,,,,Electrics,B
7.8,,,,0.0,,,,0.0,,,,,,,,,7.8,,,,,,,,,Electrics,B
7.9,,,,0.0,,,,0.0,,,,,,,,,7.9,,,,,,,,,Electrics,B
7.10,,,,0.0,,,,0.0,,,,,,,,,7.10,,,,,,,,,Electrics,B
7.11,,,,0.0,,,,0.0,,,,,,,,,7.11,,,,,,,,,Electrics,B
7.12,,,,0.0,,,,0.0,,,,,,,,,7.12,,,,,,,,,Electrics,B
7.13,,,,0.0,,,,0.0,,,,,,,,,7.13,,,,,,,,,Electrics,B
7.14,,,,0.0,,,,0.0,,,,,,,,,7.14,,,,,,,,,Electrics,B
7.15,,,,0.0,,,,0.0,,,,,,,,,7.15,,,,,,,,,Electrics,B
7.16,,,,0.0,,,,0.0,,,,,,,,,7.16,,,,,,,,,Electrics,B
7.17,,,,0.0,,,,0.0,,,,,,,,,7.17,,,,,,,,,Electrics,B
7.18,,,,0.0,,,,0.0,,,,,,,,,7.18,,,,,,,,,Electrics,B
7.19,,,,0.0,,,,0.0,,,,,,,,,7.19,,,,,,,,,Electrics,B
7.20,,,,0.0,,,,0.0,,,,,,,,,7.20,,,,,,,,,Electrics,B
7.21,,,,0.0,,,,0.0,,,,,,,,,7.21,,,,,,,,,Electrics,B
7.22,,,,0.0,,,,0.0,,,,,,,,,7.22,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
7.,"Total Price: 
",,,,,,,0.0,,,,,,,,,7.,total price:,,,,,,,,Electrics,B
,,,,,,,,,,,,,,,,,,,,,,,,,,Electrics,B
8.,,,,,,,,,,,,,,,,,8.,,,,,,,,,Electrics,B
8.1,,,,0.0,,,,0.0,,,,,,,,,8.1,,,,,,,,,Electrics,B
8.2,,,,0.0,,,,0.0,,,,,,,,,8.2,,,,,,,,,Electrics,B
8.3,,,,0.0,,,,0.0,,,,,,,,,8.3,,,,,,,,,Electrics,B
8.4,,,,0.0,,,,0.0,,,,,,,,,8.4,,,,,,,,,Electrics,B
8.5,,,,0.0,,,,0.0,,,,,,,,,8.5,,,,,,,,,Electrics,B
8.6,,,,0.0,,,,0.0,,,,,,,,,8.6,,,,,,,,,Electrics,B
8.7,,,,0.0,,,,0.0,,,,,,,,,8.7,,,,,,,,,Electrics,B
8.8,,,,0.0,,,,0.0,,,,,,,,,8.8,,,,,,,,,Electrics,B
8.9,,,,0.0,,,,0.0,,,,,,,,,8.9,,,,,,,,,Electrics,B
8.10,,,,0.0,,,,0.0,,,,,,,,,8.10,,,,,,,,,Electrics,B
8.11,,,,0.0,,,,0.0,,,,,,,,,8.11,,,,,,,,,Electrics,B
8.12,,,,0.0,,,,0.0,,,,,,,,,8.12,,,,,,,,,Electrics,B
8.13,,,,0.0,,,,0.0,,,,,,,,,8.13,,,,,,,,,Electrics,B
8.14,,,,0.0,,,,0.0,,,,,,,,,8.14,,,,,,,,,Electrics,B
8.15,,,,0.0,,,,0.0,,,,,,,,,8.15,,,,,,,,,Electrics,B
8.16,,,,0.0,,,,0.0,,,,,,,,,8.16,,,,,,,,,Electrics,B
